,unique_id,bank_account
2668,uniqueid_8803 x 2016,0
2669,uniqueid_8804 x 2016,0
2670,uniqueid_8805 x 2016,0
2671,uniqueid_8806 x 2016,0
2672,uniqueid_8807 x 2016,0
2673,uniqueid_8808 x 2016,0
2674,uniqueid_8809 x 2016,0
2675,uniqueid_8810 x 2016,0
2676,uniqueid_8811 x 2016,0
2677,uniqueid_8812 x 2016,0
2678,uniqueid_8813 x 2016,0
2679,uniqueid_8814 x 2016,0
2680,uniqueid_8815 x 2016,0
2681,uniqueid_8816 x 2016,0
2682,uniqueid_8817 x 2016,0
2683,uniqueid_8818 x 2016,1
2684,uniqueid_8819 x 2016,0
2685,uniqueid_8820 x 2016,0
2686,uniqueid_8821 x 2016,0
2687,uniqueid_8822 x 2016,0
2688,uniqueid_8823 x 2016,0
2689,uniqueid_8824 x 2016,0
2690,uniqueid_8825 x 2016,0
2691,uniqueid_8826 x 2016,0
2692,uniqueid_8827 x 2016,0
2693,uniqueid_8828 x 2016,0
2694,uniqueid_8829 x 2016,0
2695,uniqueid_8830 x 2016,0
2696,uniqueid_8831 x 2016,0
2697,uniqueid_8832 x 2016,0
2698,uniqueid_8833 x 2016,0
2699,uniqueid_8834 x 2016,0
2700,uniqueid_8835 x 2016,0
2701,uniqueid_8836 x 2016,0
2702,uniqueid_8837 x 2016,0
2703,uniqueid_8838 x 2016,0
2704,uniqueid_8839 x 2016,0
2705,uniqueid_8840 x 2016,0
2706,uniqueid_8841 x 2016,0
2707,uniqueid_8842 x 2016,0
2708,uniqueid_8843 x 2016,0
2709,uniqueid_8844 x 2016,0
2710,uniqueid_8845 x 2016,0
2711,uniqueid_8846 x 2016,0
2712,uniqueid_8847 x 2016,0
2713,uniqueid_8848 x 2016,0
2714,uniqueid_8849 x 2016,0
2715,uniqueid_8850 x 2016,0
2716,uniqueid_8851 x 2016,0
2717,uniqueid_8852 x 2016,0
2718,uniqueid_8853 x 2016,0
2719,uniqueid_8854 x 2016,0
2720,uniqueid_8855 x 2016,0
2721,uniqueid_8856 x 2016,0
2722,uniqueid_8857 x 2016,0
2723,uniqueid_8858 x 2016,0
2724,uniqueid_8859 x 2016,0
2725,uniqueid_8860 x 2016,0
2726,uniqueid_8861 x 2016,0
2727,uniqueid_8862 x 2016,0
2728,uniqueid_8863 x 2016,0
2729,uniqueid_8864 x 2016,0
2730,uniqueid_8865 x 2016,0
2731,uniqueid_8866 x 2016,0
2732,uniqueid_8867 x 2016,0
2733,uniqueid_8868 x 2016,0
2734,uniqueid_8869 x 2016,0
2735,uniqueid_8870 x 2016,0
2736,uniqueid_8871 x 2016,0
2737,uniqueid_8872 x 2016,0
2738,uniqueid_8873 x 2016,0
2739,uniqueid_8874 x 2016,0
2740,uniqueid_8875 x 2016,0
2741,uniqueid_8876 x 2016,0
2742,uniqueid_8877 x 2016,0
2743,uniqueid_8878 x 2016,0
2744,uniqueid_8879 x 2016,0
2745,uniqueid_8880 x 2016,0
2746,uniqueid_8881 x 2016,0
2747,uniqueid_8882 x 2016,1
2748,uniqueid_8883 x 2016,0
2749,uniqueid_8884 x 2016,0
2750,uniqueid_8885 x 2016,0
2751,uniqueid_8886 x 2016,0
2752,uniqueid_8887 x 2016,0
2753,uniqueid_8888 x 2016,0
2754,uniqueid_8889 x 2016,0
2755,uniqueid_8890 x 2016,0
2756,uniqueid_8891 x 2016,0
2757,uniqueid_8892 x 2016,0
2758,uniqueid_8893 x 2016,0
2759,uniqueid_8894 x 2016,0
2760,uniqueid_8895 x 2016,0
2761,uniqueid_8896 x 2016,0
2762,uniqueid_8897 x 2016,0
2763,uniqueid_8898 x 2016,0
2764,uniqueid_8899 x 2016,0
2765,uniqueid_8900 x 2016,0
2766,uniqueid_8901 x 2016,0
2767,uniqueid_8902 x 2016,0
2768,uniqueid_8903 x 2016,0
2769,uniqueid_8904 x 2016,0
2770,uniqueid_8905 x 2016,0
2771,uniqueid_8906 x 2016,0
2772,uniqueid_8907 x 2016,0
2773,uniqueid_8908 x 2016,0
2774,uniqueid_8909 x 2016,0
2775,uniqueid_8910 x 2016,0
2776,uniqueid_8911 x 2016,0
2777,uniqueid_8912 x 2016,0
2778,uniqueid_8913 x 2016,0
2779,uniqueid_8914 x 2016,0
2780,uniqueid_8915 x 2016,0
2781,uniqueid_8916 x 2016,0
2782,uniqueid_8917 x 2016,0
2783,uniqueid_8918 x 2016,0
2784,uniqueid_8919 x 2016,0
2785,uniqueid_8920 x 2016,0
2786,uniqueid_8921 x 2016,0
2787,uniqueid_8922 x 2016,0
2788,uniqueid_8923 x 2016,0
2789,uniqueid_8924 x 2016,0
2790,uniqueid_8925 x 2016,0
2791,uniqueid_8926 x 2016,0
2792,uniqueid_8927 x 2016,0
2793,uniqueid_8928 x 2016,0
2794,uniqueid_8929 x 2016,0
2795,uniqueid_8930 x 2016,0
2796,uniqueid_8931 x 2016,0
2797,uniqueid_8932 x 2016,0
2798,uniqueid_8933 x 2016,0
2799,uniqueid_8934 x 2016,0
2800,uniqueid_8935 x 2016,0
2801,uniqueid_8936 x 2016,0
2802,uniqueid_8937 x 2016,0
2803,uniqueid_8938 x 2016,0
2804,uniqueid_8939 x 2016,0
2805,uniqueid_8940 x 2016,0
2806,uniqueid_8941 x 2016,1
2807,uniqueid_8942 x 2016,0
2808,uniqueid_8943 x 2016,0
2809,uniqueid_8944 x 2016,0
2810,uniqueid_8945 x 2016,0
2811,uniqueid_8946 x 2016,0
2812,uniqueid_8947 x 2016,0
2813,uniqueid_8948 x 2016,0
2814,uniqueid_8949 x 2016,0
2815,uniqueid_8950 x 2016,0
2816,uniqueid_8951 x 2016,0
2817,uniqueid_8952 x 2016,0
2818,uniqueid_8953 x 2016,0
2819,uniqueid_8954 x 2016,0
2820,uniqueid_8955 x 2016,1
2821,uniqueid_8956 x 2016,0
2822,uniqueid_8957 x 2016,0
2823,uniqueid_8958 x 2016,0
2824,uniqueid_8959 x 2016,0
2825,uniqueid_8960 x 2016,0
2826,uniqueid_8961 x 2016,0
2827,uniqueid_8962 x 2016,0
2828,uniqueid_8963 x 2016,1
2829,uniqueid_8964 x 2016,0
2830,uniqueid_8965 x 2016,0
2831,uniqueid_8966 x 2016,0
2832,uniqueid_8967 x 2016,0
2833,uniqueid_8968 x 2016,0
2834,uniqueid_8969 x 2016,0
2835,uniqueid_8970 x 2016,0
2836,uniqueid_8971 x 2016,0
2837,uniqueid_8972 x 2016,0
2838,uniqueid_8973 x 2016,0
2839,uniqueid_8974 x 2016,0
2840,uniqueid_8975 x 2016,0
2841,uniqueid_8976 x 2016,0
2842,uniqueid_8977 x 2016,0
2843,uniqueid_8978 x 2016,0
2844,uniqueid_8979 x 2016,0
2845,uniqueid_8980 x 2016,0
2846,uniqueid_8981 x 2016,0
2847,uniqueid_8982 x 2016,0
2848,uniqueid_8983 x 2016,1
2849,uniqueid_8984 x 2016,1
2850,uniqueid_8985 x 2016,0
2851,uniqueid_8986 x 2016,0
2852,uniqueid_8987 x 2016,0
2853,uniqueid_8988 x 2016,0
2854,uniqueid_8989 x 2016,0
2855,uniqueid_8990 x 2016,0
2856,uniqueid_8991 x 2016,0
2857,uniqueid_8992 x 2016,0
2858,uniqueid_8993 x 2016,0
2859,uniqueid_8994 x 2016,1
2860,uniqueid_8995 x 2016,1
2861,uniqueid_8996 x 2016,0
2862,uniqueid_8997 x 2016,0
2863,uniqueid_8998 x 2016,0
2864,uniqueid_8999 x 2016,1
2865,uniqueid_9000 x 2016,0
2866,uniqueid_9001 x 2016,0
2867,uniqueid_9002 x 2016,0
2868,uniqueid_9003 x 2016,0
2869,uniqueid_9004 x 2016,0
2870,uniqueid_9005 x 2016,0
2871,uniqueid_9006 x 2016,0
2872,uniqueid_9007 x 2016,0
2873,uniqueid_9008 x 2016,0
2874,uniqueid_9009 x 2016,0
2875,uniqueid_9010 x 2016,0
2876,uniqueid_9011 x 2016,0
2877,uniqueid_9012 x 2016,0
2878,uniqueid_9013 x 2016,0
2879,uniqueid_9014 x 2016,0
2880,uniqueid_9015 x 2016,0
2881,uniqueid_9016 x 2016,0
2882,uniqueid_9017 x 2016,0
2883,uniqueid_9018 x 2016,0
2884,uniqueid_9019 x 2016,0
2885,uniqueid_9020 x 2016,0
2886,uniqueid_9021 x 2016,0
2887,uniqueid_9022 x 2016,0
2888,uniqueid_9023 x 2016,0
2889,uniqueid_9024 x 2016,0
2890,uniqueid_9025 x 2016,1
2891,uniqueid_9026 x 2016,0
2892,uniqueid_9027 x 2016,1
2893,uniqueid_9028 x 2016,0
2894,uniqueid_9029 x 2016,0
2895,uniqueid_9030 x 2016,0
2896,uniqueid_9031 x 2016,0
2897,uniqueid_9032 x 2016,0
2898,uniqueid_9033 x 2016,0
2899,uniqueid_9034 x 2016,0
2900,uniqueid_9035 x 2016,1
2901,uniqueid_9036 x 2016,0
2902,uniqueid_9037 x 2016,0
2903,uniqueid_9038 x 2016,0
2904,uniqueid_9039 x 2016,0
2905,uniqueid_9040 x 2016,0
2906,uniqueid_9041 x 2016,0
2907,uniqueid_9042 x 2016,0
2908,uniqueid_9043 x 2016,0
2909,uniqueid_9044 x 2016,0
2910,uniqueid_9045 x 2016,0
2911,uniqueid_9046 x 2016,0
2912,uniqueid_9047 x 2016,0
2913,uniqueid_9048 x 2016,1
2914,uniqueid_9049 x 2016,0
2915,uniqueid_9050 x 2016,0
2916,uniqueid_9051 x 2016,0
2917,uniqueid_9052 x 2016,0
2918,uniqueid_9053 x 2016,0
2919,uniqueid_9054 x 2016,0
2920,uniqueid_9055 x 2016,0
2921,uniqueid_9056 x 2016,0
2922,uniqueid_9057 x 2016,0
2923,uniqueid_9058 x 2016,0
2924,uniqueid_9059 x 2016,0
2925,uniqueid_9060 x 2016,0
2926,uniqueid_9061 x 2016,0
2927,uniqueid_9062 x 2016,0
2928,uniqueid_9063 x 2016,0
2929,uniqueid_9064 x 2016,0
2930,uniqueid_9065 x 2016,0
2931,uniqueid_9066 x 2016,0
2932,uniqueid_9067 x 2016,0
2933,uniqueid_9068 x 2016,0
2934,uniqueid_9069 x 2016,0
2935,uniqueid_9070 x 2016,0
2936,uniqueid_9071 x 2016,1
2937,uniqueid_9072 x 2016,0
2938,uniqueid_9073 x 2016,0
2939,uniqueid_9074 x 2016,0
2940,uniqueid_9075 x 2016,0
2941,uniqueid_9076 x 2016,0
2942,uniqueid_9077 x 2016,0
2943,uniqueid_9078 x 2016,0
2944,uniqueid_9079 x 2016,0
2945,uniqueid_9080 x 2016,0
2946,uniqueid_9081 x 2016,0
2947,uniqueid_9082 x 2016,0
2948,uniqueid_9083 x 2016,0
2949,uniqueid_9084 x 2016,0
2950,uniqueid_9085 x 2016,0
2951,uniqueid_9086 x 2016,0
2952,uniqueid_9087 x 2016,0
2953,uniqueid_9088 x 2016,0
2954,uniqueid_9089 x 2016,0
2955,uniqueid_9090 x 2016,0
2956,uniqueid_9091 x 2016,0
2957,uniqueid_9092 x 2016,0
2958,uniqueid_9093 x 2016,0
2959,uniqueid_9094 x 2016,0
2960,uniqueid_9095 x 2016,0
2961,uniqueid_9096 x 2016,0
2962,uniqueid_9097 x 2016,0
2963,uniqueid_9098 x 2016,0
2964,uniqueid_9099 x 2016,0
2965,uniqueid_9100 x 2016,0
2966,uniqueid_9101 x 2016,0
2967,uniqueid_9102 x 2016,0
2968,uniqueid_9103 x 2016,0
2969,uniqueid_9104 x 2016,0
2970,uniqueid_9105 x 2016,0
2971,uniqueid_9106 x 2016,1
2972,uniqueid_9107 x 2016,0
2973,uniqueid_9108 x 2016,0
2974,uniqueid_9109 x 2016,0
2975,uniqueid_9110 x 2016,0
2976,uniqueid_9111 x 2016,0
2977,uniqueid_9112 x 2016,0
2978,uniqueid_9113 x 2016,0
2979,uniqueid_9114 x 2016,0
2980,uniqueid_9115 x 2016,0
2981,uniqueid_9116 x 2016,1
2982,uniqueid_9117 x 2016,0
2983,uniqueid_9118 x 2016,0
2984,uniqueid_9119 x 2016,0
2985,uniqueid_9120 x 2016,0
2986,uniqueid_9121 x 2016,0
2987,uniqueid_9122 x 2016,0
2988,uniqueid_9123 x 2016,1
2989,uniqueid_9124 x 2016,0
2990,uniqueid_9125 x 2016,0
2991,uniqueid_9126 x 2016,0
2992,uniqueid_9127 x 2016,0
2993,uniqueid_9128 x 2016,0
2994,uniqueid_9129 x 2016,0
2995,uniqueid_9130 x 2016,0
2996,uniqueid_9131 x 2016,0
2997,uniqueid_9132 x 2016,0
2998,uniqueid_9133 x 2016,0
2999,uniqueid_9134 x 2016,0
3000,uniqueid_9135 x 2016,1
3001,uniqueid_9136 x 2016,0
3002,uniqueid_9137 x 2016,0
3003,uniqueid_9138 x 2016,0
3004,uniqueid_9139 x 2016,0
3005,uniqueid_9140 x 2016,0
3006,uniqueid_9141 x 2016,0
3007,uniqueid_9142 x 2016,0
3008,uniqueid_9143 x 2016,0
3009,uniqueid_9144 x 2016,0
3010,uniqueid_9145 x 2016,0
3011,uniqueid_9146 x 2016,0
3012,uniqueid_9147 x 2016,0
3013,uniqueid_9148 x 2016,0
3014,uniqueid_9149 x 2016,0
3015,uniqueid_9150 x 2016,0
3016,uniqueid_9151 x 2016,0
3017,uniqueid_9152 x 2016,0
3018,uniqueid_9153 x 2016,0
3019,uniqueid_9154 x 2016,0
3020,uniqueid_9155 x 2016,0
3021,uniqueid_9156 x 2016,0
3022,uniqueid_9157 x 2016,0
3023,uniqueid_9158 x 2016,0
3024,uniqueid_9159 x 2016,1
3025,uniqueid_9160 x 2016,0
3026,uniqueid_9161 x 2016,0
3027,uniqueid_9162 x 2016,0
3028,uniqueid_9163 x 2016,1
3029,uniqueid_9164 x 2016,0
3030,uniqueid_9165 x 2016,0
3031,uniqueid_9166 x 2016,0
3032,uniqueid_9167 x 2016,0
3033,uniqueid_9168 x 2016,0
3034,uniqueid_9169 x 2016,0
3035,uniqueid_9170 x 2016,0
3036,uniqueid_9171 x 2016,0
3037,uniqueid_9172 x 2016,0
3038,uniqueid_9173 x 2016,0
3039,uniqueid_9174 x 2016,0
3040,uniqueid_9175 x 2016,0
3041,uniqueid_9176 x 2016,0
3042,uniqueid_9177 x 2016,0
3043,uniqueid_9178 x 2016,0
3044,uniqueid_9179 x 2016,0
3045,uniqueid_9180 x 2016,0
3046,uniqueid_9181 x 2016,0
3047,uniqueid_9182 x 2016,0
3048,uniqueid_9183 x 2016,0
3049,uniqueid_9184 x 2016,0
3050,uniqueid_9185 x 2016,0
3051,uniqueid_9186 x 2016,0
3052,uniqueid_9187 x 2016,0
3053,uniqueid_9188 x 2016,0
3054,uniqueid_9189 x 2016,0
3055,uniqueid_9190 x 2016,0
3056,uniqueid_9191 x 2016,0
3057,uniqueid_9192 x 2016,0
3058,uniqueid_9193 x 2016,0
3059,uniqueid_9194 x 2016,0
3060,uniqueid_9195 x 2016,0
3061,uniqueid_9196 x 2016,0
3062,uniqueid_9197 x 2016,1
3063,uniqueid_9198 x 2016,0
3064,uniqueid_9199 x 2016,0
3065,uniqueid_9200 x 2016,0
3066,uniqueid_9201 x 2016,1
3067,uniqueid_9202 x 2016,0
3068,uniqueid_9203 x 2016,0
3069,uniqueid_9204 x 2016,0
3070,uniqueid_9205 x 2016,0
3071,uniqueid_9206 x 2016,0
3072,uniqueid_9207 x 2016,0
3073,uniqueid_9208 x 2016,0
3074,uniqueid_9209 x 2016,0
3075,uniqueid_9210 x 2016,1
3076,uniqueid_9211 x 2016,0
3077,uniqueid_9212 x 2016,0
3078,uniqueid_9213 x 2016,0
3079,uniqueid_9214 x 2016,0
3080,uniqueid_9215 x 2016,0
3081,uniqueid_9216 x 2016,0
3082,uniqueid_9217 x 2016,0
3083,uniqueid_9218 x 2016,0
3084,uniqueid_9219 x 2016,0
3085,uniqueid_9220 x 2016,0
3086,uniqueid_9221 x 2016,0
3087,uniqueid_9222 x 2016,0
3088,uniqueid_9223 x 2016,0
3089,uniqueid_9224 x 2016,0
3090,uniqueid_9225 x 2016,1
3091,uniqueid_9226 x 2016,0
3092,uniqueid_9227 x 2016,0
3093,uniqueid_9228 x 2016,0
3094,uniqueid_9229 x 2016,0
3095,uniqueid_9230 x 2016,0
3096,uniqueid_9231 x 2016,0
3097,uniqueid_9232 x 2016,0
3098,uniqueid_9233 x 2016,1
3099,uniqueid_9234 x 2016,0
3100,uniqueid_9235 x 2016,0
3101,uniqueid_9236 x 2016,0
3102,uniqueid_9237 x 2016,0
3103,uniqueid_9238 x 2016,0
3104,uniqueid_9239 x 2016,0
3105,uniqueid_9240 x 2016,0
3106,uniqueid_9241 x 2016,0
3107,uniqueid_9242 x 2016,0
3108,uniqueid_9243 x 2016,0
3109,uniqueid_9244 x 2016,0
3110,uniqueid_9245 x 2016,0
3111,uniqueid_9246 x 2016,1
3112,uniqueid_9247 x 2016,0
3113,uniqueid_9248 x 2016,0
3114,uniqueid_9249 x 2016,0
3115,uniqueid_9250 x 2016,0
3116,uniqueid_9251 x 2016,0
3117,uniqueid_9252 x 2016,0
3118,uniqueid_9253 x 2016,0
3119,uniqueid_9254 x 2016,0
3120,uniqueid_9255 x 2016,0
3121,uniqueid_9256 x 2016,0
3122,uniqueid_9257 x 2016,0
3123,uniqueid_9258 x 2016,0
3124,uniqueid_9259 x 2016,0
3125,uniqueid_9260 x 2016,0
3126,uniqueid_9261 x 2016,1
3127,uniqueid_9262 x 2016,0
3128,uniqueid_9263 x 2016,0
3129,uniqueid_9264 x 2016,0
3130,uniqueid_9265 x 2016,0
3131,uniqueid_9266 x 2016,0
3132,uniqueid_9267 x 2016,1
3133,uniqueid_9268 x 2016,0
3134,uniqueid_9269 x 2016,0
3135,uniqueid_9270 x 2016,0
3136,uniqueid_9271 x 2016,0
3137,uniqueid_9272 x 2016,0
3138,uniqueid_9273 x 2016,0
3139,uniqueid_9274 x 2016,0
3140,uniqueid_9275 x 2016,0
3141,uniqueid_9276 x 2016,0
3142,uniqueid_9277 x 2016,0
3143,uniqueid_9278 x 2016,0
3144,uniqueid_9279 x 2016,0
3145,uniqueid_9280 x 2016,0
3146,uniqueid_9281 x 2016,0
3147,uniqueid_9282 x 2016,0
3148,uniqueid_9283 x 2016,0
3149,uniqueid_9284 x 2016,0
3150,uniqueid_9285 x 2016,0
3151,uniqueid_9286 x 2016,0
3152,uniqueid_9287 x 2016,0
3153,uniqueid_9288 x 2016,0
3154,uniqueid_9289 x 2016,0
3155,uniqueid_9290 x 2016,0
3156,uniqueid_9291 x 2016,0
3157,uniqueid_9292 x 2016,0
3158,uniqueid_9293 x 2016,0
3159,uniqueid_9294 x 2016,0
3160,uniqueid_9295 x 2016,0
3161,uniqueid_9296 x 2016,0
3162,uniqueid_9297 x 2016,1
3163,uniqueid_9298 x 2016,0
3164,uniqueid_9299 x 2016,0
3165,uniqueid_9300 x 2016,0
3166,uniqueid_9301 x 2016,0
3167,uniqueid_9302 x 2016,0
3168,uniqueid_9303 x 2016,0
3169,uniqueid_9304 x 2016,0
3170,uniqueid_9305 x 2016,0
3171,uniqueid_9306 x 2016,0
3172,uniqueid_9307 x 2016,0
3173,uniqueid_9308 x 2016,0
3174,uniqueid_9309 x 2016,0
3175,uniqueid_9310 x 2016,0
3176,uniqueid_9311 x 2016,0
3177,uniqueid_9312 x 2016,0
3178,uniqueid_9313 x 2016,0
3179,uniqueid_9314 x 2016,0
3180,uniqueid_9315 x 2016,0
3181,uniqueid_9316 x 2016,0
3182,uniqueid_9317 x 2016,0
3183,uniqueid_9318 x 2016,0
3184,uniqueid_9319 x 2016,0
3185,uniqueid_9320 x 2016,0
3186,uniqueid_9321 x 2016,1
3187,uniqueid_9322 x 2016,1
3188,uniqueid_9323 x 2016,0
3189,uniqueid_9324 x 2016,0
3190,uniqueid_9325 x 2016,0
3191,uniqueid_9326 x 2016,0
3192,uniqueid_9327 x 2016,0
3193,uniqueid_9328 x 2016,0
3194,uniqueid_9329 x 2016,0
3195,uniqueid_9330 x 2016,0
3196,uniqueid_9331 x 2016,0
3197,uniqueid_9332 x 2016,0
3198,uniqueid_9333 x 2016,0
3199,uniqueid_9334 x 2016,0
3200,uniqueid_9335 x 2016,0
3201,uniqueid_9336 x 2016,0
3202,uniqueid_9337 x 2016,0
3203,uniqueid_9338 x 2016,1
3204,uniqueid_9339 x 2016,0
3205,uniqueid_9340 x 2016,0
3206,uniqueid_9341 x 2016,0
3207,uniqueid_9342 x 2016,0
3208,uniqueid_9343 x 2016,0
3209,uniqueid_9344 x 2016,0
3210,uniqueid_9345 x 2016,0
3211,uniqueid_9346 x 2016,0
3212,uniqueid_9347 x 2016,0
3213,uniqueid_9348 x 2016,0
3214,uniqueid_9349 x 2016,0
3215,uniqueid_9350 x 2016,0
3216,uniqueid_9351 x 2016,0
3217,uniqueid_9352 x 2016,0
3218,uniqueid_9353 x 2016,0
3219,uniqueid_9354 x 2016,0
3220,uniqueid_9355 x 2016,0
3221,uniqueid_9356 x 2016,1
3222,uniqueid_9357 x 2016,0
3223,uniqueid_9358 x 2016,0
3224,uniqueid_9359 x 2016,0
3225,uniqueid_9360 x 2016,0
3226,uniqueid_9361 x 2016,0
3227,uniqueid_9362 x 2016,0
3228,uniqueid_9363 x 2016,0
3229,uniqueid_9364 x 2016,0
3230,uniqueid_9365 x 2016,0
3231,uniqueid_9366 x 2016,0
3232,uniqueid_9367 x 2016,0
3233,uniqueid_9368 x 2016,0
3234,uniqueid_9369 x 2016,0
3235,uniqueid_9370 x 2016,0
3236,uniqueid_9371 x 2016,0
3237,uniqueid_9372 x 2016,0
3238,uniqueid_9373 x 2016,0
3239,uniqueid_9374 x 2016,0
3240,uniqueid_9375 x 2016,0
3241,uniqueid_9376 x 2016,0
3242,uniqueid_9377 x 2016,0
3243,uniqueid_9378 x 2016,0
3244,uniqueid_9379 x 2016,0
3245,uniqueid_9380 x 2016,0
3246,uniqueid_9381 x 2016,0
3247,uniqueid_9382 x 2016,1
3248,uniqueid_9383 x 2016,0
3249,uniqueid_9384 x 2016,0
3250,uniqueid_9385 x 2016,0
3251,uniqueid_9386 x 2016,0
3252,uniqueid_9387 x 2016,0
3253,uniqueid_9388 x 2016,0
3254,uniqueid_9389 x 2016,0
3255,uniqueid_9390 x 2016,0
3256,uniqueid_9391 x 2016,0
3257,uniqueid_9392 x 2016,0
3258,uniqueid_9393 x 2016,0
3259,uniqueid_9394 x 2016,0
3260,uniqueid_9395 x 2016,0
3261,uniqueid_9396 x 2016,0
3262,uniqueid_9397 x 2016,0
3263,uniqueid_9398 x 2016,0
3264,uniqueid_9399 x 2016,0
3265,uniqueid_9400 x 2016,0
3266,uniqueid_9401 x 2016,0
3267,uniqueid_9402 x 2016,0
3268,uniqueid_9403 x 2016,0
3269,uniqueid_9404 x 2016,0
3270,uniqueid_9405 x 2016,0
3271,uniqueid_9406 x 2016,0
3272,uniqueid_9407 x 2016,0
3273,uniqueid_9408 x 2016,0
3274,uniqueid_9409 x 2016,0
3275,uniqueid_9410 x 2016,0
3276,uniqueid_9411 x 2016,0
3277,uniqueid_9412 x 2016,0
3278,uniqueid_9413 x 2016,0
3279,uniqueid_9414 x 2016,0
3280,uniqueid_9415 x 2016,1
3281,uniqueid_9416 x 2016,0
3282,uniqueid_9417 x 2016,1
3283,uniqueid_9418 x 2016,0
3284,uniqueid_9419 x 2016,1
3285,uniqueid_9420 x 2016,1
3286,uniqueid_9421 x 2016,0
3287,uniqueid_9422 x 2016,0
3288,uniqueid_9423 x 2016,0
3289,uniqueid_9424 x 2016,0
3290,uniqueid_9425 x 2016,0
3291,uniqueid_9426 x 2016,0
3292,uniqueid_9427 x 2016,0
3293,uniqueid_9428 x 2016,0
3294,uniqueid_9429 x 2016,0
3295,uniqueid_9430 x 2016,0
3296,uniqueid_9431 x 2016,0
3297,uniqueid_9432 x 2016,0
3298,uniqueid_9433 x 2016,0
3299,uniqueid_9434 x 2016,0
3300,uniqueid_9435 x 2016,0
3301,uniqueid_9436 x 2016,0
3302,uniqueid_9437 x 2016,0
3303,uniqueid_9438 x 2016,0
3304,uniqueid_9439 x 2016,0
3305,uniqueid_9440 x 2016,0
3306,uniqueid_9441 x 2016,0
3307,uniqueid_9442 x 2016,0
3308,uniqueid_9443 x 2016,0
3309,uniqueid_9444 x 2016,0
3310,uniqueid_9445 x 2016,0
3311,uniqueid_9446 x 2016,1
3312,uniqueid_9447 x 2016,0
3313,uniqueid_9448 x 2016,0
3314,uniqueid_9449 x 2016,0
3315,uniqueid_9450 x 2016,0
3316,uniqueid_9451 x 2016,0
3317,uniqueid_9452 x 2016,0
3318,uniqueid_9453 x 2016,1
3319,uniqueid_9454 x 2016,0
3320,uniqueid_9455 x 2016,0
3321,uniqueid_9456 x 2016,0
3322,uniqueid_9457 x 2016,0
3323,uniqueid_9458 x 2016,0
3324,uniqueid_9459 x 2016,1
3325,uniqueid_9460 x 2016,0
3326,uniqueid_9461 x 2016,0
3327,uniqueid_9462 x 2016,0
3328,uniqueid_9463 x 2016,0
3329,uniqueid_9464 x 2016,0
3330,uniqueid_9465 x 2016,1
3331,uniqueid_9466 x 2016,0
3332,uniqueid_9467 x 2016,0
3333,uniqueid_9468 x 2016,0
3334,uniqueid_9469 x 2016,0
3335,uniqueid_9470 x 2016,0
3336,uniqueid_9471 x 2016,0
3337,uniqueid_9472 x 2016,0
3338,uniqueid_9473 x 2016,0
3339,uniqueid_9474 x 2016,0
3340,uniqueid_9475 x 2016,0
3341,uniqueid_9476 x 2016,0
3342,uniqueid_9477 x 2016,0
3343,uniqueid_9478 x 2016,0
3344,uniqueid_9479 x 2016,0
3345,uniqueid_9480 x 2016,1
3346,uniqueid_9481 x 2016,0
3347,uniqueid_9482 x 2016,0
3348,uniqueid_9483 x 2016,0
3349,uniqueid_9484 x 2016,0
3350,uniqueid_9485 x 2016,0
3351,uniqueid_9486 x 2016,0
3352,uniqueid_9487 x 2016,0
3353,uniqueid_9488 x 2016,0
3354,uniqueid_9489 x 2016,0
3355,uniqueid_9490 x 2016,0
3356,uniqueid_9491 x 2016,0
3357,uniqueid_9492 x 2016,0
3358,uniqueid_9493 x 2016,0
3359,uniqueid_9494 x 2016,0
3360,uniqueid_9495 x 2016,0
3361,uniqueid_9496 x 2016,0
3362,uniqueid_9497 x 2016,0
3363,uniqueid_9498 x 2016,0
3364,uniqueid_9499 x 2016,0
3365,uniqueid_9500 x 2016,0
3366,uniqueid_9501 x 2016,0
3367,uniqueid_9502 x 2016,0
3368,uniqueid_9503 x 2016,0
3369,uniqueid_9504 x 2016,0
3370,uniqueid_9505 x 2016,0
3371,uniqueid_9506 x 2016,0
3372,uniqueid_9507 x 2016,0
3373,uniqueid_9508 x 2016,0
3374,uniqueid_9509 x 2016,0
3375,uniqueid_9510 x 2016,0
3376,uniqueid_9511 x 2016,0
3377,uniqueid_9512 x 2016,0
3378,uniqueid_9513 x 2016,0
3379,uniqueid_9514 x 2016,0
3380,uniqueid_9515 x 2016,0
3381,uniqueid_9516 x 2016,0
3382,uniqueid_9517 x 2016,0
3383,uniqueid_9518 x 2016,1
3384,uniqueid_9519 x 2016,0
3385,uniqueid_9520 x 2016,0
3386,uniqueid_9521 x 2016,0
3387,uniqueid_9522 x 2016,0
3388,uniqueid_9523 x 2016,0
3389,uniqueid_9524 x 2016,0
3390,uniqueid_9525 x 2016,1
3391,uniqueid_9526 x 2016,1
3392,uniqueid_9527 x 2016,1
3393,uniqueid_9528 x 2016,0
3394,uniqueid_9529 x 2016,0
3395,uniqueid_9530 x 2016,0
3396,uniqueid_9531 x 2016,0
3397,uniqueid_9532 x 2016,0
3398,uniqueid_9533 x 2016,0
3399,uniqueid_9534 x 2016,0
3400,uniqueid_9535 x 2016,0
3401,uniqueid_9536 x 2016,0
3402,uniqueid_9537 x 2016,0
3403,uniqueid_9538 x 2016,0
